user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn
928,10/08/2024,Premium,699,16.4,4,3,22,57,Yes
929,05/05/2024,Premium,699,20.1,7,2,10,44,Yes
930,14/08/2023,Basic,199,17.1,1,2,9,1,No
931,23/06/2024,Standard,399,2.8,0,4,23,41,Yes
932,18/11/2024,Basic,199,5.3,1,4,18,54,Yes
933,27/02/2023,Basic,199,10.2,7,2,33,38,Yes
934,19/10/2023,Premium,699,10.2,6,2,24,24,Yes
935,30/03/2024,Standard,399,8,7,4,23,5,Yes
936,10/03/2024,Premium,699,20.2,4,1,27,51,No
937,21/06/2024,Premium,699,3.9,1,1,27,13,Yes
938,07/10/2023,Standard,399,23.4,6,0,5,0,No
939,24/10/2023,Standard,399,14.1,2,1,12,11,No
940,19/04/2024,Premium,699,1.5,4,4,32,19,Yes
941,13/10/2024,Basic,199,19.9,2,2,2,19,No
942,05/12/2024,Standard,399,16.5,4,3,8,11,Yes
943,06/01/2024,Premium,699,1.2,4,3,16,4,Yes
944,11/12/2024,Premium,699,14.4,4,5,31,43,Yes
945,30/05/2023,Basic,199,13.1,0,2,24,10,No
946,05/01/2024,Standard,399,22,2,2,30,10,Yes
947,10/06/2024,Standard,399,1.7,4,4,23,40,Yes
948,02/12/2024,Basic,199,19.2,2,4,12,20,No
949,28/05/2023,Standard,399,17.3,5,0,18,34,No
950,16/06/2023,Basic,199,13.2,5,3,9,26,Yes
951,20/09/2024,Basic,199,4.3,3,1,14,50,No
952,03/03/2024,Premium,699,21.2,8,5,34,48,No
953,08/12/2024,Standard,399,3.4,2,0,5,30,Yes
954,30/01/2023,Standard,399,20.5,8,2,9,11,No
955,03/08/2023,Premium,699,5.9,2,5,8,14,Yes
956,17/03/2024,Basic,199,10.9,1,0,6,1,No
957,17/09/2023,Basic,199,3.1,8,4,13,3,Yes
958,08/09/2024,Basic,199,7.9,0,0,5,50,Yes
959,12/10/2023,Basic,199,5,5,0,13,5,Yes
960,06/08/2024,Premium,699,9.1,8,5,23,39,Yes
961,16/10/2023,Basic,199,20.6,0,4,7,13,No
962,25/12/2024,Basic,199,0.6,1,1,35,58,Yes
963,05/07/2023,Standard,399,17.6,2,3,24,43,No
964,18/11/2023,Standard,399,10.9,8,1,25,26,Yes
965,23/10/2023,Basic,199,3.2,2,3,30,48,Yes
966,06/09/2024,Premium,699,2.5,7,0,3,24,Yes
967,14/03/2024,Premium,699,17.3,7,1,20,35,Yes
968,21/11/2024,Basic,199,22.4,7,5,5,23,Yes
969,27/05/2023,Standard,399,10.2,8,5,7,43,Yes
970,22/06/2023,Standard,399,17.5,1,5,26,59,No
971,18/02/2024,Basic,199,24.4,5,1,24,38,No
972,18/08/2024,Basic,199,21,7,2,15,48,Yes
973,19/02/2024,Premium,699,19,6,2,18,30,Yes
974,24/05/2024,Standard,399,7.3,7,0,33,7,No
975,03/07/2023,Basic,199,1.2,0,0,9,31,No
976,19/05/2024,Standard,399,4.2,1,0,21,42,No
977,18/12/2023,Standard,399,7.7,7,3,13,32,Yes
978,28/01/2024,Premium,699,0.9,0,3,35,56,No
979,24/07/2024,Standard,399,21.4,7,3,21,2,Yes
980,03/02/2024,Premium,699,22.2,2,3,20,27,Yes
981,08/08/2024,Standard,399,14.4,7,5,8,35,Yes
982,21/05/2024,Standard,399,14.3,2,4,31,3,No
983,27/08/2024,Premium,699,15.6,5,2,25,20,Yes
984,02/10/2024,Basic,199,21,5,5,9,37,Yes
985,08/11/2024,Standard,399,2.9,5,2,25,26,Yes
986,09/03/2023,Basic,199,6.2,4,4,16,5,No
987,04/11/2024,Standard,399,8.8,0,4,8,20,Yes
988,23/01/2023,Standard,399,22.6,4,0,33,44,Yes
989,13/04/2023,Standard,399,14.5,5,4,25,6,No
990,03/11/2023,Premium,699,8.7,8,5,14,21,Yes
991,18/02/2023,Standard,399,5.4,1,4,28,13,Yes
992,29/08/2024,Standard,399,20.2,1,5,26,54,Yes
993,20/03/2023,Standard,399,2.1,8,3,18,27,Yes
994,24/07/2023,Premium,699,12.9,4,3,20,42,Yes
995,04/07/2023,Standard,399,6.7,8,3,26,42,No
996,23/04/2024,Basic,199,21.6,7,1,34,42,No
997,18/06/2024,Standard,399,20.3,6,4,35,46,Yes
998,04/11/2023,Basic,199,11.8,3,1,24,47,No
999,01/10/2023,Standard,399,8.3,1,5,27,13,No
1000,16/07/2023,Standard,399,6.8,3,3,11,15,Yes
1001,22/03/2024,Basic,199,20,4,3,16,31,Yes
1002,12/10/2023,Standard,399,5.4,4,1,3,1,No
1003,26/02/2023,Premium,699,4.8,0,5,36,31,Yes
1004,04/11/2024,Basic,199,15.2,1,3,21,57,Yes
1005,27/05/2024,Basic,199,23.6,2,1,26,7,No
1006,01/09/2023,Basic,199,16.8,8,2,34,31,No
1007,04/02/2024,Premium,699,19.4,5,2,8,53,Yes
1008,09/10/2023,Premium,699,23.4,3,1,16,6,No
1009,26/04/2023,Standard,399,6.7,0,3,27,34,Yes
1010,29/05/2023,Standard,399,10.9,3,2,35,56,No
1011,12/09/2024,Standard,399,18,4,0,31,41,No
1012,16/10/2024,Basic,199,17.4,3,2,4,35,Yes
1013,29/03/2024,Premium,699,22.6,1,4,24,55,Yes
1014,30/08/2023,Standard,399,22.8,6,2,1,19,Yes
1015,21/10/2024,Standard,399,21.6,2,3,14,40,Yes
1016,07/12/2023,Standard,399,7.2,1,3,3,30,No
1017,09/03/2023,Premium,699,22,1,1,28,44,Yes
1018,29/01/2023,Standard,399,15.3,8,5,27,20,Yes
1019,09/11/2023,Basic,199,15.9,2,0,12,25,Yes
1020,26/10/2024,Standard,399,3.2,3,4,6,45,No
1021,17/05/2023,Basic,199,19.9,5,3,27,30,No
1022,12/01/2024,Standard,399,17.3,5,2,12,12,Yes
1023,25/07/2024,Basic,199,22,3,0,26,60,Yes
1024,22/06/2023,Premium,699,22.7,7,1,15,16,No
1025,24/06/2023,Basic,199,15.6,4,1,26,5,No
1026,09/04/2024,Premium,699,0.8,8,3,8,49,Yes
1027,30/09/2023,Premium,699,3.4,3,1,32,60,No
1028,17/10/2023,Standard,399,9.9,6,1,32,38,Yes
1029,26/09/2023,Premium,699,10.7,6,1,13,1,No
1030,29/03/2023,Basic,199,22.7,5,4,29,43,Yes
1031,31/12/2024,Basic,199,3.8,5,5,31,25,Yes
1032,23/02/2023,Standard,399,18.5,4,0,28,6,No
1033,04/09/2024,Standard,399,12,5,4,16,60,Yes
1034,09/02/2024,Premium,699,0.6,8,4,3,24,Yes
1035,23/06/2023,Premium,699,3.7,8,0,24,37,Yes
1036,27/06/2024,Premium,699,23.3,7,1,32,5,No
1037,15/10/2023,Standard,399,6.9,5,0,10,8,No
1038,28/09/2023,Premium,699,23.2,4,2,24,39,No
1039,04/06/2023,Premium,699,11.2,2,2,21,47,No
1040,26/04/2024,Premium,699,1.8,2,0,29,14,Yes
1041,11/02/2023,Standard,399,17.8,6,0,11,57,No
1042,01/06/2023,Standard,399,24.7,8,3,23,29,Yes
1043,04/06/2024,Basic,199,2.8,4,1,23,53,Yes
1044,02/03/2024,Standard,399,14.8,0,4,14,49,Yes
1045,27/11/2024,Basic,199,19.3,1,2,16,1,Yes
1046,16/04/2024,Basic,199,9.7,1,2,26,9,Yes
1047,14/02/2023,Premium,699,11.6,4,4,31,42,Yes
1048,21/10/2024,Premium,699,8.5,2,1,29,55,Yes
1049,05/04/2023,Standard,399,20.1,1,4,21,60,No
1050,16/06/2023,Standard,399,4.9,6,0,17,1,No
1051,18/03/2024,Standard,399,7.5,2,0,26,19,No
1052,12/01/2024,Premium,699,22.6,2,2,20,42,Yes
1053,09/03/2024,Premium,699,12.5,6,3,13,17,No
1054,11/02/2023,Basic,199,20.4,2,3,28,40,Yes
1055,22/05/2024,Premium,699,24.3,3,5,22,43,No
1056,04/05/2024,Premium,699,2.6,7,3,34,5,No
1057,05/08/2024,Standard,399,24.6,4,1,10,33,Yes
1058,27/02/2024,Basic,199,2.4,0,4,36,6,Yes
1059,30/05/2024,Basic,199,16.7,4,2,30,16,No
1060,07/02/2024,Basic,199,18.6,7,1,8,50,Yes
1061,17/11/2024,Basic,199,10.7,4,2,6,37,Yes
1062,10/09/2024,Standard,399,8.9,2,1,17,11,Yes
1063,25/06/2023,Standard,399,11.1,0,0,7,25,Yes
1064,13/05/2024,Premium,699,11.8,6,5,31,47,Yes
1065,15/01/2023,Standard,399,17.4,6,2,24,5,Yes
1066,29/05/2023,Basic,199,20.5,3,0,8,13,No
1067,19/04/2024,Premium,699,11.2,8,1,16,5,No
1068,20/12/2024,Basic,199,10.8,1,1,31,57,Yes
1069,06/08/2024,Standard,399,12.1,7,4,32,15,Yes
1070,01/03/2024,Standard,399,8.7,1,5,4,54,No
1071,28/08/2024,Standard,399,25,0,3,36,25,Yes
1072,20/11/2023,Premium,699,6.2,0,4,32,1,No
1073,23/10/2024,Premium,699,7.1,6,3,5,7,Yes
1074,25/04/2024,Standard,399,17.6,0,1,29,18,No
1075,08/09/2024,Standard,399,6.2,3,4,29,58,No
1076,02/03/2024,Premium,699,3.7,4,5,30,45,Yes
1077,30/03/2023,Premium,699,20,2,4,24,13,Yes
1078,01/03/2024,Premium,699,3.7,3,1,31,38,Yes
1079,25/09/2023,Standard,399,6.3,8,0,20,1,No
1080,16/03/2024,Standard,399,4.8,8,0,11,51,Yes
1081,30/12/2023,Basic,199,3.5,3,3,15,16,No
1082,16/11/2024,Basic,199,7.1,2,5,36,55,Yes
1083,19/04/2023,Basic,199,23.2,7,3,4,53,No
1084,01/05/2023,Premium,699,20.7,0,4,7,6,Yes
1085,25/05/2024,Basic,199,4.3,4,5,24,28,Yes
1086,26/07/2023,Premium,699,4.3,5,2,7,52,Yes
1087,16/12/2023,Standard,399,19.3,0,1,27,53,No
1088,05/01/2024,Standard,399,4.7,4,2,33,45,Yes
1089,15/03/2024,Premium,699,4.2,8,3,16,50,Yes
1090,29/03/2024,Standard,399,22.5,8,5,27,23,No
1091,16/02/2024,Basic,199,18.1,8,0,1,5,No
1092,11/08/2024,Basic,199,2,0,5,28,59,Yes
1093,20/07/2024,Basic,199,24.3,6,3,34,56,Yes
1094,31/05/2023,Standard,399,22.8,0,2,21,57,Yes
1095,29/10/2024,Premium,699,11.4,3,4,26,39,No
1096,07/02/2023,Standard,399,22.2,6,1,23,56,Yes
1097,06/04/2023,Premium,699,10.1,2,4,22,34,Yes
1098,06/07/2024,Premium,699,8.2,5,5,36,10,Yes
1099,24/04/2023,Premium,699,6.4,4,5,17,27,No
1100,18/02/2023,Premium,699,21.1,4,5,4,32,Yes
1101,18/08/2024,Premium,699,11.5,0,3,8,21,No
1102,09/08/2024,Premium,699,21.2,3,2,35,19,Yes
1103,12/06/2024,Premium,699,18,8,5,9,15,Yes
1104,11/03/2024,Premium,699,20.7,5,3,13,6,Yes
1105,21/03/2023,Standard,399,2.8,6,1,6,30,Yes
1106,28/09/2023,Standard,399,10.4,8,4,34,49,Yes
1107,02/03/2024,Premium,699,16.1,7,5,32,59,No
1108,22/12/2024,Basic,199,12.9,7,5,10,29,Yes
1109,10/06/2023,Premium,699,3.4,3,3,34,30,Yes
1110,04/05/2023,Premium,699,23.1,1,4,24,54,Yes
1111,19/01/2024,Standard,399,1.5,2,0,19,23,Yes
1112,19/02/2023,Standard,399,12.4,2,1,19,50,No
1113,11/03/2023,Standard,399,5.8,7,0,19,7,No
1114,22/01/2024,Basic,199,12.3,4,4,27,28,No
1115,14/11/2024,Standard,399,19.2,8,5,9,29,No
1116,30/09/2024,Standard,399,21.7,5,0,10,51,No
1117,17/11/2024,Standard,399,6.2,6,2,25,34,Yes
1118,25/12/2024,Standard,399,16.3,2,5,18,1,No
1119,08/07/2024,Standard,399,16.3,8,0,36,12,No
1120,20/01/2023,Premium,699,24,8,1,4,48,Yes
1121,23/12/2024,Basic,199,4.9,0,2,35,50,Yes
1122,16/02/2023,Premium,699,2.6,8,4,29,20,Yes
1123,21/11/2023,Standard,399,8.8,2,3,2,1,No
1124,07/07/2023,Standard,399,2.7,1,4,17,10,Yes
1125,30/11/2023,Standard,399,4.3,6,5,6,10,Yes
1126,27/02/2024,Basic,199,18,4,3,2,6,Yes
1127,03/09/2024,Standard,399,9.7,1,0,17,12,No
1128,04/03/2023,Premium,699,12.6,8,3,16,60,Yes
1129,28/08/2023,Standard,399,14.1,1,3,30,1,No
1130,09/05/2023,Basic,199,14.1,1,1,18,48,No
1131,18/01/2024,Standard,399,11.4,8,1,27,50,No
1132,12/02/2023,Premium,699,19.7,8,3,11,58,Yes
1133,08/05/2024,Basic,199,24,4,5,30,10,Yes
1134,22/08/2024,Standard,399,21.1,6,2,17,53,Yes
1135,09/02/2024,Premium,699,1.6,8,4,19,4,Yes
1136,17/09/2024,Premium,699,20.8,8,2,8,56,Yes
1137,25/12/2024,Premium,699,22.2,5,5,21,16,No
1138,05/09/2024,Standard,399,6.5,5,2,18,13,Yes
1139,02/05/2024,Standard,399,22.9,2,5,2,59,Yes
1140,15/05/2024,Basic,199,17,6,4,1,57,Yes
1141,18/11/2024,Standard,399,2.5,1,4,35,1,No
1142,14/12/2024,Standard,399,9.1,6,4,8,22,Yes
1143,21/01/2023,Basic,199,11.8,3,3,8,0,Yes
1144,20/05/2024,Standard,399,5.2,4,5,23,14,Yes
1145,15/10/2024,Standard,399,7.4,3,0,3,12,No
1146,06/11/2024,Standard,399,21.8,8,3,8,10,No
1147,06/08/2024,Premium,699,2.1,2,5,12,4,Yes
1148,10/12/2024,Basic,199,18.4,4,1,34,54,No
1149,18/10/2024,Premium,699,15.6,8,3,35,0,No
1150,08/10/2023,Premium,699,21.4,5,3,4,54,No
1151,18/08/2023,Basic,199,11.9,5,4,34,48,Yes
1152,19/07/2023,Basic,199,23,8,3,18,20,Yes
1153,09/03/2024,Standard,399,22.1,0,5,6,14,No
1154,10/04/2023,Basic,199,5.3,5,2,16,4,No
1155,09/12/2023,Basic,199,11.1,0,4,31,51,No
1156,08/12/2023,Standard,399,3.1,3,2,16,53,Yes
1157,08/05/2023,Premium,699,23.6,7,0,16,40,Yes
1158,08/03/2023,Basic,199,23,6,2,4,56,No
1159,18/03/2024,Basic,199,23,7,0,4,19,No
1160,16/02/2024,Basic,199,17.1,8,0,7,18,No
1161,14/03/2024,Basic,199,6.2,0,3,27,24,Yes
1162,17/07/2023,Premium,699,8.8,0,3,7,33,Yes
1163,09/08/2024,Basic,199,0.8,1,4,7,50,Yes
1164,10/07/2023,Basic,199,6.8,6,3,33,46,Yes
1165,09/06/2024,Basic,199,20,0,1,9,19,No
1166,09/09/2024,Premium,699,8.1,8,1,23,9,No
1167,29/05/2023,Standard,399,9.5,0,4,19,37,No
1168,25/07/2023,Basic,199,12.9,8,0,16,27,Yes
1169,09/12/2024,Premium,699,19.7,5,1,13,42,Yes
1170,16/06/2023,Standard,399,21.4,5,4,22,19,Yes
1171,16/10/2024,Basic,199,22,0,3,30,14,No
1172,06/12/2023,Basic,199,11.9,3,1,15,30,No
1173,02/01/2024,Premium,699,5.5,2,0,25,23,Yes
1174,04/01/2024,Basic,199,3.3,4,3,36,12,Yes
1175,28/06/2023,Basic,199,5.4,4,1,2,14,No
1176,14/04/2023,Standard,399,6.5,3,0,36,11,No
1177,12/04/2024,Basic,199,9.8,1,2,9,59,Yes
1178,20/03/2024,Basic,199,20.3,2,4,24,51,No
1179,12/12/2024,Premium,699,3.4,2,1,5,12,No
1180,13/07/2023,Standard,399,15.2,3,0,21,48,No
1181,14/10/2023,Premium,699,19.8,5,1,19,3,No
1182,26/04/2024,Basic,199,24.2,7,1,33,46,Yes
1183,25/05/2024,Premium,699,4.6,6,5,5,48,Yes
1184,21/05/2024,Premium,699,4.9,5,4,30,44,Yes
1185,07/04/2024,Standard,399,14.7,0,1,18,14,No
1186,19/01/2024,Basic,199,5.9,6,3,26,36,Yes
1187,24/08/2023,Standard,399,2.6,1,2,36,28,Yes
1188,23/02/2024,Premium,699,11.9,5,3,3,28,Yes
1189,29/09/2023,Standard,399,8.3,6,0,32,11,No
1190,13/07/2024,Premium,699,9.3,1,2,5,53,Yes
1191,09/02/2023,Premium,699,19.8,3,0,6,7,Yes
1192,30/11/2024,Premium,699,8.7,5,2,13,19,No
1193,25/09/2023,Standard,399,17.8,2,5,13,47,Yes
1194,16/08/2024,Basic,199,7.4,5,3,20,60,Yes
1195,21/08/2023,Premium,699,12.1,8,1,1,55,Yes
1196,24/04/2024,Premium,699,12.1,8,4,14,50,Yes
1197,15/12/2024,Premium,699,8.8,1,2,30,54,Yes
1198,12/05/2023,Standard,399,11.2,8,0,14,23,Yes
1199,03/12/2024,Standard,399,12.7,5,2,1,14,Yes
1200,23/05/2023,Standard,399,7.8,0,4,35,50,Yes
1201,07/03/2023,Basic,199,14.4,6,3,22,13,No
1202,16/10/2024,Premium,699,5.1,1,2,25,36,No
1203,09/09/2024,Standard,399,4.7,8,1,6,2,No
1204,26/10/2023,Standard,399,5.1,1,3,2,18,Yes
1205,01/12/2023,Premium,699,2.2,0,2,34,33,Yes
1206,12/03/2023,Standard,399,4.3,1,1,26,34,Yes
1207,11/11/2024,Standard,399,3.7,3,2,14,27,Yes
1208,02/12/2024,Standard,399,15.3,4,4,11,12,No
1209,11/09/2024,Standard,399,5.4,2,3,18,4,No
1210,04/04/2023,Basic,199,8.6,7,3,34,29,Yes
1211,29/06/2023,Standard,399,9,4,3,30,39,No
1212,07/07/2023,Standard,399,4.9,6,3,16,24,Yes
1213,08/10/2023,Premium,699,10.1,0,1,7,56,No
1214,11/08/2023,Premium,699,7.7,1,5,35,46,No
1215,18/04/2023,Standard,399,24.8,8,0,27,23,Yes
1216,18/04/2024,Premium,699,10.5,2,2,21,13,No
1217,19/07/2023,Basic,199,16.2,7,3,5,21,Yes
1218,17/11/2024,Standard,399,0.8,1,5,3,58,Yes
1219,31/12/2024,Premium,699,12.4,1,0,30,35,No
1220,13/09/2024,Standard,399,12,4,1,9,10,No
1221,18/11/2024,Basic,199,7.7,8,5,12,25,Yes
1222,22/11/2024,Basic,199,4.3,5,1,18,13,No
1223,09/11/2024,Premium,699,11.3,0,5,14,51,Yes
1224,19/02/2023,Premium,699,10.1,4,3,7,3,No
1225,07/03/2024,Standard,399,23.3,5,1,13,12,Yes
1226,09/04/2023,Basic,199,8.8,3,5,1,42,Yes
1227,01/12/2023,Premium,699,18.2,0,3,11,32,Yes
1228,04/05/2023,Standard,399,15.9,3,4,36,25,No
1229,20/11/2023,Basic,199,3.1,5,1,14,0,Yes
1230,27/10/2024,Basic,199,5.7,3,0,25,42,No
1231,26/05/2024,Premium,699,1.6,3,3,24,19,No
1232,08/10/2024,Basic,199,19.9,2,2,35,6,No
1233,05/12/2024,Premium,699,17.1,2,2,25,11,No
1234,27/01/2024,Standard,399,2.2,0,4,31,58,Yes
1235,08/05/2023,Premium,699,12.8,0,1,15,1,No
1236,19/01/2024,Standard,399,18.6,3,4,16,5,Yes
1237,04/09/2024,Standard,399,5.4,6,1,19,41,Yes
1238,17/06/2024,Standard,399,3.8,5,5,22,50,Yes
1239,30/07/2023,Standard,399,18.9,3,5,19,21,Yes
1240,14/09/2024,Premium,699,22.7,3,5,4,44,No
1241,18/05/2024,Standard,399,8.4,7,5,34,0,Yes
1242,29/08/2024,Basic,199,1.8,2,1,13,8,Yes
1243,18/06/2023,Premium,699,6.3,1,3,14,46,Yes
1244,13/08/2024,Premium,699,6.5,2,4,13,15,Yes
1245,12/02/2024,Standard,399,7.2,7,0,13,60,No
1246,09/06/2023,Standard,399,12,6,4,11,39,Yes
1247,04/11/2023,Standard,399,19.2,6,0,2,48,No
1248,09/04/2024,Premium,699,4.2,2,2,35,24,Yes
1249,25/04/2024,Standard,399,14.3,7,0,25,21,Yes
1250,19/01/2024,Basic,199,22.9,0,0,10,55,No
1251,12/11/2023,Standard,399,23.2,6,5,26,23,Yes
1252,16/06/2023,Premium,699,10.5,0,0,5,24,No
1253,06/12/2024,Basic,199,23.9,5,4,28,45,Yes
1254,05/02/2023,Standard,399,16.4,6,5,4,15,Yes
1255,28/11/2024,Standard,399,17.6,2,2,2,38,Yes
1256,21/10/2024,Basic,199,6.6,2,0,17,7,No
1257,09/03/2024,Premium,699,10.2,1,4,25,58,Yes
1258,27/01/2024,Basic,199,6.7,4,4,28,34,Yes
1259,19/12/2023,Premium,699,18.5,1,0,20,40,No
1260,22/06/2023,Basic,199,18.8,6,5,18,19,Yes
1261,17/03/2024,Standard,399,2.9,6,4,1,26,Yes
1262,23/04/2023,Basic,199,9.7,2,1,12,31,Yes
1263,16/07/2023,Standard,399,5,0,5,14,11,No
1264,29/03/2023,Standard,399,11.3,1,5,27,10,Yes
1265,11/05/2024,Standard,399,7.3,5,0,8,37,Yes
1266,12/02/2023,Premium,699,0.7,4,0,7,42,Yes
1267,30/09/2023,Basic,199,13.3,0,3,14,38,Yes
1268,18/12/2023,Standard,399,19,6,2,31,23,Yes
1269,31/12/2023,Standard,399,23.6,6,3,16,39,Yes
1270,23/05/2023,Standard,399,0.6,6,5,7,53,Yes
1271,13/01/2024,Basic,199,21.8,4,5,8,48,No
1272,26/11/2023,Standard,399,13.1,3,0,31,40,No
1273,11/05/2024,Basic,199,21.9,5,5,24,28,Yes
1274,13/04/2023,Standard,399,9,7,5,6,54,Yes
1275,08/08/2024,Premium,699,7.7,3,5,25,9,No
1276,15/07/2024,Premium,699,1.3,7,0,33,19,No
1277,07/09/2023,Standard,399,22.5,1,3,11,42,Yes
1278,30/01/2023,Basic,199,19,1,0,11,27,No
1279,02/05/2024,Basic,199,22.6,4,1,21,46,Yes
1280,09/12/2024,Premium,699,16.8,8,5,8,46,Yes
1281,26/01/2024,Standard,399,23.3,1,5,15,21,Yes
1282,25/10/2023,Premium,699,24.2,6,1,36,14,No
1283,12/01/2024,Basic,199,2.7,3,5,8,60,Yes
1284,14/07/2023,Basic,199,23.9,0,2,21,3,No
1285,16/06/2024,Standard,399,8.3,5,5,28,59,No
1286,29/05/2023,Premium,699,3.1,0,4,15,54,Yes
1287,12/11/2024,Standard,399,12.7,7,1,15,38,Yes
1288,24/12/2024,Premium,699,15.2,4,4,3,44,Yes
1289,21/01/2024,Premium,699,16,3,3,31,18,No
1290,18/12/2024,Basic,199,4.2,3,5,22,59,Yes
1291,06/11/2024,Premium,699,23.1,2,3,4,46,Yes
1292,23/12/2023,Basic,199,13.9,5,3,2,43,Yes
1293,18/12/2024,Standard,399,2.3,4,2,26,44,Yes
1294,27/12/2024,Premium,699,2.9,5,4,26,55,Yes
1295,29/05/2023,Standard,399,16.5,2,3,30,44,Yes
1296,12/08/2024,Basic,199,20.2,3,5,14,41,Yes
1297,27/02/2023,Basic,199,9.7,6,5,10,53,Yes
1298,27/10/2024,Basic,199,24.4,2,0,23,7,No
1299,11/02/2024,Standard,399,24.3,6,1,28,2,Yes
1300,09/12/2024,Standard,399,17.4,2,5,20,47,Yes
1301,12/01/2024,Premium,699,19.6,6,2,6,40,Yes
1302,05/06/2024,Basic,199,3.4,1,3,8,41,Yes
1303,30/08/2024,Basic,199,14.9,7,2,2,44,Yes
1304,30/11/2023,Basic,199,12.4,6,2,25,36,Yes
1305,26/06/2024,Basic,199,5,0,3,35,35,No
1306,08/05/2023,Standard,399,13.2,8,5,5,52,No
1307,18/11/2023,Basic,199,4.9,2,0,8,35,Yes
1308,20/09/2023,Basic,199,3.7,3,5,3,10,Yes
1309,25/06/2023,Basic,199,24.5,8,2,6,23,No
1310,05/11/2024,Standard,399,6.6,0,4,1,57,No
1311,27/12/2023,Premium,699,3.9,7,5,29,20,Yes
1312,07/02/2023,Premium,699,13,1,5,35,52,Yes
1313,28/08/2024,Basic,199,7.8,3,1,10,38,No
1314,26/01/2024,Standard,399,3.6,6,0,18,35,Yes
1315,12/12/2024,Premium,699,10.3,1,2,11,43,Yes
1316,17/01/2024,Basic,199,5.5,4,5,35,44,Yes
1317,20/03/2024,Premium,699,15.3,6,1,33,20,No
1318,23/04/2023,Standard,399,24.1,3,0,2,17,No
1319,08/12/2023,Premium,699,10.5,5,5,36,5,Yes
1320,16/08/2023,Standard,399,21.8,3,2,10,0,Yes
1321,10/11/2023,Standard,399,19.7,1,1,7,33,No
1322,18/07/2024,Premium,699,2.8,5,5,32,36,Yes
1323,05/07/2023,Standard,399,22.5,2,2,7,60,No
1324,10/01/2023,Standard,399,14,6,3,35,37,Yes
1325,01/10/2023,Premium,699,18,2,1,33,24,No
1326,13/04/2024,Basic,199,17.8,3,5,24,38,Yes
1327,14/03/2024,Basic,199,24.7,7,4,29,18,Yes
1328,03/04/2023,Premium,699,8,1,2,15,26,No
1329,28/03/2023,Premium,699,2.4,3,0,6,10,No
1330,04/06/2024,Premium,699,14.1,7,0,19,60,Yes
1331,15/12/2024,Premium,699,12.3,8,5,9,43,No
1332,20/12/2024,Basic,199,0.8,3,5,26,0,No
1333,04/04/2024,Premium,699,6.5,8,5,23,38,Yes
1334,10/06/2024,Basic,199,22.6,2,0,34,23,No
1335,13/12/2023,Standard,399,10.9,6,1,4,23,No
1336,29/09/2023,Premium,699,20.9,1,2,16,19,No
1337,20/10/2024,Basic,199,18.6,6,1,1,59,Yes
1338,16/04/2024,Premium,699,23.4,7,0,3,22,Yes
1339,16/02/2024,Standard,399,9.2,0,2,20,56,No
1340,07/06/2023,Standard,399,3,7,1,1,5,No
1341,20/08/2023,Standard,399,22.9,0,1,8,49,No
1342,03/10/2023,Standard,399,9.7,5,3,26,57,Yes
1343,20/03/2024,Basic,199,16.6,7,1,29,8,No
1344,17/05/2023,Basic,199,22.1,3,0,23,12,No
1345,05/05/2024,Standard,399,18.7,0,1,27,42,Yes
1346,11/05/2023,Premium,699,3.4,7,4,18,31,Yes
1347,22/01/2023,Standard,399,12.8,6,1,26,7,No
1348,17/12/2023,Basic,199,8.9,0,5,10,15,Yes
1349,15/03/2024,Standard,399,11.1,4,2,1,31,Yes
1350,27/09/2023,Basic,199,18.4,2,1,10,17,No
1351,16/04/2023,Premium,699,16.8,6,1,16,30,No
1352,23/08/2023,Premium,699,15.5,3,4,33,40,No
1353,19/01/2023,Basic,199,10.3,4,1,9,59,Yes
1354,17/12/2024,Premium,699,2.7,0,3,13,26,Yes
1355,21/10/2024,Premium,699,5.9,6,3,15,3,No
1356,04/03/2024,Basic,199,3.2,5,2,20,60,Yes
1357,26/11/2023,Basic,199,22.4,2,0,21,0,Yes
1358,18/05/2024,Basic,199,12.1,1,3,19,11,Yes
1359,14/05/2023,Standard,399,8,1,5,22,0,No
1360,11/09/2024,Standard,399,18.7,5,5,24,49,Yes
1361,19/04/2023,Standard,399,16.4,3,4,16,24,Yes
1362,12/04/2023,Basic,199,1.5,3,1,8,45,Yes
1363,26/07/2023,Basic,199,15.7,4,5,35,30,No
1364,27/07/2024,Premium,699,1.6,3,3,10,35,Yes
1365,20/06/2024,Standard,399,11.5,1,3,24,4,No
1366,02/08/2024,Premium,699,4.6,4,5,2,8,Yes
1367,09/06/2024,Basic,199,18.6,6,3,13,43,Yes
1368,15/02/2024,Basic,199,11.2,8,3,11,35,No
1369,14/12/2024,Premium,699,5.6,0,1,18,36,Yes
1370,31/10/2023,Basic,199,11.7,8,2,33,19,No
1371,26/10/2023,Premium,699,14,2,1,18,2,No
1372,22/02/2023,Basic,199,23.6,4,1,10,17,No
1373,22/12/2023,Premium,699,24.7,3,4,16,7,Yes
1374,18/09/2024,Premium,699,8.5,8,2,24,46,Yes
1375,14/10/2023,Standard,399,24.6,0,2,21,14,No
1376,20/08/2024,Basic,199,24.3,8,5,17,55,No
1377,31/07/2023,Basic,199,23.7,4,5,25,40,Yes
1378,09/02/2024,Standard,399,8.4,3,4,15,40,No
